config,trial,T1_s,T2_s,t2_nnz,t2_sum,t2_sumsq
pmap_default,1,6.1638100920000003,50.772094901000003,371400,-7.1058764555109892,16.894257248693275
pmap_default,2,6.2394408400000003,48.853756165999997,371400,-7.1058764555103204,16.894257248693268
pmap_default,3,6.1205444939999998,47.104647888999999,371400,-7.1058764555110407,16.894257248693204
pmap_cyclic,1,6.8312017840000001,49.897073005999999,371400,-7.1058764555107672,16.894257248693197
pmap_cyclic,2,6.2838678659999996,84.353873389,371400,-7.1058764555107796,16.894257248693304
pmap_cyclic,3,6.6323999569999996,49.837384424,371400,-7.1058764555101739,16.894257248693201
